sifra proizvoda,naziv proizvoda,sifra sirovine,naziv sirovine,jedinica mjere sirovine,količina,jedinica mjere,dužina,širina,visina,komada,kantiranje
1050,KRK 180X200 L+D baza,384,Makaze za bazu,set,2,,,,,,
1050,KRK 180X200 L+D baza,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
1050,KRK 180X200 L+D baza,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
1050,KRK 180X200 L+D baza,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
1050,KRK 180X200 L+D baza,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
1050,KRK 180X200 L+D baza,302,Spužva VH 2130 SP,kg,0.1064,,,,,,
1050,KRK 180X200 L+D baza,1256,Štof za sve,m,3,,,,,,
1050,KRK 180X200 L+D baza,226,Torban vijak M6x100 cink T,kom,2,,,,,,
1050,KRK 180X200 L+D baza,83,Unit Matica M6x9 T,kom,16,,,,,,
1050,KRK 180X200 L+D baza,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,54,Amortizer 750,kom,4,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0086,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.465116,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.2041,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4633,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4633,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,387,Leptir matica M8 PVC,kom,2,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,37,Lesonit bijeli 3 mm B,m2,3.1521,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,398,Ljepilo za spužvu,kg,0.1,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,756,M. Vijak din 965 6x20,kom,8,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,384,Makaze za bazu,set,2,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,302,Spužva VH 2130 SP,kg,0.1064,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,1256,Štof za sve,m,3,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,226,Torban vijak M6x100 cink T,kom,2,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,83,Unit Matica M6x9 T,kom,16,,,,,,
1051,BOSFOR 180X200 L+D SANDUK,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
1054,NORA 180X200 madrac,937,ADHESIVE 15/1 KG - LJEPILO ZA SPUŽVU,kg,0.02,,,,,,
1054,NORA 180X200 madrac,502,Džepičasto jezgro 144x184x15 (65.150.4.180.00.0.0000) 24x29,kom,1,,,,,,
1054,NORA 180X200 madrac,498,Filc 900 gr,kg,2.816,,,,,,
1054,NORA 180X200 madrac,795,"Folija transparent polucrijevo 3000x0,08 mm/rec",kg,1,,,,,,
1054,NORA 180X200 madrac,427,Madrac platno 10008386 (65 gr) +AT10001632 75 gr,m,1.7,,,,,,
1054,NORA 180X200 madrac,520,Madrac platno 280 gr 50022324,m,1.7,,,,,,
1054,NORA 180X200 madrac,449,Paspul traka bež/crna 45 mm,m,16,,,,,,
1054,NORA 180X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.428,,,,,,
1054,NORA 180X200 madrac,813,PU Oblikovani 20T piling - 140 O,kg,0.38,,,,,,
1054,NORA 180X200 madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,7.14,,,,,,
1054,NORA 180X200 madrac,232,Spužva VH 2538 SP,kg,3.1284,,,,,,
1054,NORA 180X200 madrac,232,Spužva VH 2538 SP,kg,1.2474,,,,,,
1054,NORA 180X200 madrac,232,Spužva VH 2538 SP,kg,0.9072,,,,,,
1054,NORA 180X200 madrac,896,Štof Nabuk 103,m,1.3,,,,,,
1054,NORA 180X200 madrac,513,Termo vata (filc) 100 gr (210) A,kg,0.714,,,,,,
1058,KRK 160X200 SANDUK,54,Amortizer 750,kom,4,,,,,,
1058,KRK 160X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.027,,,,,,
1058,KRK 160X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0076,,,,,,
1058,KRK 160X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
1058,KRK 160X200 SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.5263,,,,,,
1058,KRK 160X200 SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.2041,,,,,,
1058,KRK 160X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1058,KRK 160X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1058,KRK 160X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.40932,,,,,,
1058,KRK 160X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.40932,,,,,,
1058,KRK 160X200 SANDUK,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
1058,KRK 160X200 SANDUK,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
1058,KRK 160X200 SANDUK,387,Leptir matica M8 PVC,kom,2,,,,,,
1058,KRK 160X200 SANDUK,37,Lesonit bijeli 3 mm B,m2,3.1521,,,,,,
1058,KRK 160X200 SANDUK,398,Ljepilo za spužvu,kg,0.1,,,,,,
1058,KRK 160X200 SANDUK,756,M. Vijak din 965 6x20,kom,8,,,,,,
1058,KRK 160X200 SANDUK,384,Makaze za bazu,set,2,,,,,,
1058,KRK 160X200 SANDUK,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
1058,KRK 160X200 SANDUK,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
1058,KRK 160X200 SANDUK,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
1058,KRK 160X200 SANDUK,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
1058,KRK 160X200 SANDUK,302,Spužva VH 2130 SP,kg,0.0952,,,,,,
1058,KRK 160X200 SANDUK,1256,Štof za sve,m,2.8,,,,,,
1058,KRK 160X200 SANDUK,226,Torban vijak M6x100 cink T,kom,2,,,,,,
1058,KRK 160X200 SANDUK,83,Unit Matica M6x9 T,kom,16,,,,,,
1058,KRK 160X200 SANDUK,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
1061,KRK 180X200 SANDUK,54,Amortizer 750,kom,4,,,,,,
1061,KRK 180X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0086,,,,,,
1061,KRK 180X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
1061,KRK 180X200 SANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
1061,KRK 180X200 SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.465116,,,,,,
1061,KRK 180X200 SANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.2041,,,,,,
1061,KRK 180X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1061,KRK 180X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1061,KRK 180X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4633,,,,,,
1061,KRK 180X200 SANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4633,,,,,,
1061,KRK 180X200 SANDUK,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
1061,KRK 180X200 SANDUK,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
1061,KRK 180X200 SANDUK,387,Leptir matica M8 PVC,kom,2,,,,,,
1061,KRK 180X200 SANDUK,37,Lesonit bijeli 3 mm B,m2,3.1521,,,,,,
1061,KRK 180X200 SANDUK,398,Ljepilo za spužvu,kg,0.1,,,,,,
1061,KRK 180X200 SANDUK,756,M. Vijak din 965 6x20,kom,8,,,,,,
1061,KRK 180X200 SANDUK,384,Makaze za bazu,set,2,,,,,,
1061,KRK 180X200 SANDUK,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
1061,KRK 180X200 SANDUK,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
1061,KRK 180X200 SANDUK,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
1061,KRK 180X200 SANDUK,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
1061,KRK 180X200 SANDUK,302,Spužva VH 2130 SP,kg,0.1064,,,,,,
1061,KRK 180X200 SANDUK,1256,Štof za sve,m,3,,,,,,
1061,KRK 180X200 SANDUK,226,Torban vijak M6x100 cink T,kom,2,,,,,,
1061,KRK 180X200 SANDUK,83,Unit Matica M6x9 T,kom,16,,,,,,
1061,KRK 180X200 SANDUK,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
1062,PIANNO 160X200 NADSANDUK,54,Amortizer 750,kom,4,,,,,,
1062,PIANNO 160X200 NADSANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0076,,,,,,
1062,PIANNO 160X200 NADSANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0027,,,,,,
1062,PIANNO 160X200 NADSANDUK,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
1062,PIANNO 160X200 NADSANDUK,795,"Folija transparent polucrijevo 3000x0,08 mm/rec",kg,1.5,,,,,,
1062,PIANNO 160X200 NADSANDUK,795,"Folija transparent polucrijevo 3000x0,08 mm/rec",kg,1,,,,,,
1062,PIANNO 160X200 NADSANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.031,,,,,,
1062,PIANNO 160X200 NADSANDUK,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0012,,,,,,
1062,PIANNO 160X200 NADSANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1062,PIANNO 160X200 NADSANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
1062,PIANNO 160X200 NADSANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4093,,,,,,
1062,PIANNO 160X200 NADSANDUK,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.4093,,,,,,
1062,PIANNO 160X200 NADSANDUK,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
1062,PIANNO 160X200 NADSANDUK,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
1062,PIANNO 160X200 NADSANDUK,387,Leptir matica M8 PVC,kom,2,,,,,,
1062,PIANNO 160X200 NADSANDUK,37,Lesonit bijeli 3 mm B,m2,3.1521,,,,,,
1062,PIANNO 160X200 NADSANDUK,398,Ljepilo za spužvu,kg,0.1,,,,,,
1062,PIANNO 160X200 NADSANDUK,756,M. Vijak din 965 6x20,kom,8,,,,,,
1062,PIANNO 160X200 NADSANDUK,384,Makaze za bazu,set,2,,,,,,
1062,PIANNO 160X200 NADSANDUK,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
1062,PIANNO 160X200 NADSANDUK,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
1062,PIANNO 160X200 NADSANDUK,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
1062,PIANNO 160X200 NADSANDUK,302,Spužva VH 2130 SP,kg,0.0952,,,,,,
1062,PIANNO 160X200 NADSANDUK,31,Streč folija 23my 5kg,rol,0.0371,,,,,,
1062,PIANNO 160X200 NADSANDUK,121,Štof Camel 102,m,2.8,,,,,,
1062,PIANNO 160X200 NADSANDUK,226,Torban vijak M6x100 cink T,kom,2,,,,,,
1062,PIANNO 160X200 NADSANDUK,83,Unit Matica M6x9 T,kom,16,,,,,,
1062,PIANNO 160X200 NADSANDUK,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
1094,GRAND 140X200 madrac,503,Džepičasto jezgro 144x184x18 (65.180.4.180.00.0.0000) 24x29,kom,1,,,,,,
1094,GRAND 140X200 madrac,498,Filc 900 gr,kg,1.7325,,,,,,
1094,GRAND 140X200 madrac,398,Ljepilo za spužvu,kg,0.5,,,,,,
1094,GRAND 140X200 madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.44,,,,,,
1094,GRAND 140X200 madrac,520,Madrac platno 280 gr 50022324,m,3.3,,,,,,
1094,GRAND 140X200 madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
1094,GRAND 140X200 madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,21.6,,,,,,
1094,GRAND 140X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.386,,,,,,
1094,GRAND 140X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1,,,,,,
1094,GRAND 140X200 madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.93,,,,,,
1094,GRAND 140X200 madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
1094,GRAND 140X200 madrac,303,Spužva VA 4015 SP,kg,2.6325,,,,,,
1094,GRAND 140X200 madrac,232,Spužva VH 2538 SP,kg,3.36,,,,,,
1094,GRAND 140X200 madrac,232,Spužva VH 2538 SP,kg,2.3693,,,,,,
1094,GRAND 140X200 madrac,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
1094,GRAND 140X200 madrac,232,Spužva VH 2538 SP,kg,0.882,,,,,,
1094,GRAND 140X200 madrac,232,Spužva VH 2538 SP,kg,0.5829,,,,,,
1094,GRAND 140X200 madrac,55,Termo vata 200g/210 cm AK,kg,0.693,,,,,,
1094,GRAND 140X200 madrac,102,Termo vata 300g/210 cm AK,kg,1.0395,,,,,,
1105,ŠTEPANO UZGLAVLJE CANNES 140X200 LORIS,1087,Konac za štepanje 90 DURATEX (15000m),kom,0.002,,,,,,
1105,ŠTEPANO UZGLAVLJE CANNES 140X200 LORIS,953,"Reteks 70 gr, 205 cm, crni", m2,1.62,,,,,,
1105,ŠTEPANO UZGLAVLJE CANNES 140X200 LORIS,302,Spužva VH 2130 SP,kg,0.54,,,,,,
1105,ŠTEPANO UZGLAVLJE CANNES 140X200 LORIS,611,Štof Helena 79,m,2,,,,,,
1105,ŠTEPANO UZGLAVLJE CANNES 140X200 LORIS,55,Termo vata 200g/210 cm AK,kg,0.27,,,,,,
1106,ŠTEPANO UZGLAVLJE GRAND 160X200 LORIS,1087,Konac za štepanje 90 DURATEX (15000m),kom,0.002,,,,,,
1106,ŠTEPANO UZGLAVLJE GRAND 160X200 LORIS,953,"Reteks 70 gr, 205 cm, crni", m2,1.62,,,,,,
1106,ŠTEPANO UZGLAVLJE GRAND 160X200 LORIS,302,Spužva VH 2130 SP,kg,0.54,,,,,,
1106,ŠTEPANO UZGLAVLJE GRAND 160X200 LORIS,611,Štof Helena 79,m,2,,,,,,
1106,ŠTEPANO UZGLAVLJE GRAND 160X200 LORIS,55,Termo vata 200g/210 cm AK,kg,0.27,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,504,Džepičasto jezgro 164x184x15(65.150.4.180.00.0.0000) 27x29,kom,1,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,498,Filc 900 gr,kg,1.9425,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,398,Ljepilo za spužvu,kg,0.6,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,424,Madrac platno  50021973 (280 gr) AT,m,2.5,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,520,Madrac platno 280 gr 50022324,m,3.7,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,787,Paspul traka - Opšivna traka 45mm Bijela,m,24,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,95,PU Oblikovani 20 T piling - 210 O,kg,1.554,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,95,PU Oblikovani 20 T piling - 210 O,kg,1.064,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,88,"Reteks 14 gr, 210 cm bijeli T",m2,7.77,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,303,Spužva VA 4015 SP,kg,3.0225,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,232,Spužva VH 2538 SP,kg,3.84,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,232,Spužva VH 2538 SP,kg,2.7203,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,232,Spužva VH 2538 SP,kg,1.008,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,232,Spužva VH 2538 SP,kg,0.6699,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,55,Termo vata 200g/210 cm AK,kg,0.777,,,,,,
1124,RIVIERA 160X200 madrac - RIVIERA 13,102,Termo vata 300g/210 cm AK,kg,1.1655,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,54,Amortizer 750,kom,4,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,391,Čelični ekser ST 25 za bazu,kom,0.05,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,809,"Daska 24mm - 3m, suha#",m3,0.0045,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,494,"Dvostrana iverica 210x280x0,8 mm",m2,0.45,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.56,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.2928,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.24,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.192,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0078,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,493,"Jednostrana iverica 210x280x0,8 mm",m2,0.75,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,493,"Jednostrana iverica 210x280x0,8 mm",m2,0.165,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,34,KLAMERICA 14/35 PAK 10000/1,milla,0.2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,32,Klamerica 380/10 delta 10.000/1 M,milla,0.2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,390,Klizač za uzglavlje 19cm,set,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,387,Leptir matica M8 PVC,kom,4,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,41,"Lesonit sirovi 2,8x2,07 B",m2,0.3772,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,398,Ljepilo za spužvu,kg,0.01,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,398,Ljepilo za spužvu,kg,0.007,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,384,Makaze za bazu,set,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,389,"Mašinac 8x25-M. Vijak din 933 kv 5,8",kom,22,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,396,Matica M6,kom,8,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,415,"Metalni profil 20x20x0,8 mm",m,23,Korpus(baza),,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,416,Metalni profili 20x30x1 mm,m,31,Korpus(baza),,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,kom ,1,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,813,PU Oblikovani 20T piling - 140 O,kg,0.9,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,813,PU Oblikovani 20T piling - 140 O,kg,0.3,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,822,PVC držač za ivericu,kom,12,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,541,PVC nogica 12 cm STAR crna,kom,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,532,PVC nogica sa navojem 12 cm crna KRUŠKA,kom,6,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,821,PVC prsten za kapak 3cm,kom,10,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,537,PVC ručka za bazu crna,kom,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,535,PVC stoper (okrugli) za bazu,kom,8,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,825,PVC zaštitnik za bazu,kom,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,794,"Reteks 70/60gr, 160 cm crni", m2,4,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,302,Spužva VH 2130 SP,kg,0.1,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,388,Stolna matica M8,kom,26,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,31,Streč folija 23my 5kg,rol,0.05,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,896,Štof Nabuk 103,m,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,896,Štof Nabuk 103,m,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,102,Termo vata 300g/210 cm AK,kg,0.45,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,395,Torban 6x40,kom,8,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,3,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,285,"Vijak DIN 933-8,8, M8x80 cink T",kom,2,,,,,,
1127,BUBBLE 160X200 baza + uzglavlje - QUELLE 03,393,"Vijak samorezač 3,9x22",kom,8,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,937,ADHESIVE 15/1 KG - LJEPILO ZA SPUŽVU,kg,0.02,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,502,Džepičasto jezgro 144x184x15 (65.150.4.180.00.0.0000) 24x29,kom,1,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,498,Filc 900 gr,kg,2.816,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,427,Madrac platno 10008386 (65 gr) +AT10001632 75 gr,m,1.7,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,427,Madrac platno 10008386 (65 gr) +AT10001632 75 gr,m,1.7,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,449,Paspul traka bež/crna 45 mm,m,16,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,95,PU Oblikovani 20 T piling - 210 O,kg,1.428,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,813,PU Oblikovani 20T piling - 140 O,kg,0.38,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,88,"Reteks 14 gr, 210 cm bijeli T",m2,7.14,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,232,Spužva VH 2538 SP,kg,3.1284,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,232,Spužva VH 2538 SP,kg,1.2474,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,232,Spužva VH 2538 SP,kg,0.9072,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,896,Štof Nabuk 103,m,1.3,,,,,,
1128,BUBBLE 160X200 madrac - QUELLE 03,513,Termo vata (filc) 100 gr (210) A,kg,0.714,,,,,,
1141,WALL 140X200 uzglavlje,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.09,,,,,,
1141,WALL 140X200 uzglavlje,958,"Daska 24 mm L - 3 m, suha",m3,0.0038,,,,,,
1141,WALL 140X200 uzglavlje,958,"Daska 24 mm L - 3 m, suha",m3,0.0033,,,,,,
1141,WALL 140X200 uzglavlje,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.182749,,,,,,
1141,WALL 140X200 uzglavlje,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.16666,,,,,,
1141,WALL 140X200 uzglavlje,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.019463,,,,,,
1141,WALL 140X200 uzglavlje,34,KLAMERICA 14/35 PAK 10000/1,milla,0.27,,,,,,
1141,WALL 140X200 uzglavlje,32,Klamerica 380/10 delta 10.000/1 M,milla,0.27,,,,,,
1141,WALL 140X200 uzglavlje,33,Klamerica staples 380/14 B,milla,0.09,,,,,,
1141,WALL 140X200 uzglavlje,387,Leptir matica M8 PVC,kom,2,,,,,,
1141,WALL 140X200 uzglavlje,41,"Lesonit sirovi 2,8x2,07 B",m2,1.575,,,,,,
